Entry	Gene Name	TCDB
Q8N3Y1	FBXW8	Unknown
Q8N3Y3	LARGE2	Unknown
Q8N3Y7	SDR16C5	Unknown
Q8N3Z6	ZCCHC7	Unknown
Q8N414	PGBD5	Unknown
Q8N423	LILRB2	Unknown
Q8N427	NME8	Unknown
Q8N428	GALNT16	Unknown
Q8N441	FGFRL1	8.A.23.1.6;
Q8N443	RIBC1	Unknown
Q8N448	LNX2	Unknown
Q8N465	D2HGDH	Unknown
Q8N474	SFRP1	9.A.14.16.7;
Q8N488	RYBP	Unknown
Q8N490	PNKD	Unknown
Q8N4A0	GALNT4	Unknown
Q8N4B1	PHETA1	Unknown
Q8N4C6	NIN	Unknown
Q8N4C7	STX19	8.A.91.1.8;
Q8N4C8	MINK1	Unknown
Q8N4E7	FTMT	Unknown
Q8N4F0	BPIFB2	1.C.40.1.6;
Q8N4F4	SLC22A24	2.A.1.19.21;
Q8N4G2	ARL14	Unknown
Q8N4H5	TOMM5	Unknown
Q8N4J0	CARNMT1	Unknown
Q8N4L1	TMEM151A	Unknown
Q8N4L2	PIP4P2	Unknown
Q8N4L8	CCDC24	Unknown
Q8N4M1	SLC44A3	2.A.92.1.3;
Q8N4N3	KLHL36	Unknown
Q8N4N8	KIF2B	Unknown
Q8N4P2	IFT70B	Unknown
Q8N4P3	HDDC3	Unknown
Q8N4Q1	CHCHD4	Unknown
Q8N4S7	PAQR4	Unknown
Q8N4S9	MARVELD2	9.B.41.2.1;
Q8N4T0	CPA6	Unknown
Q8N4T8	CBR4	Unknown
Q8N4V1	MMGT1	3.A.27.1.1;
Q8N4W9	ZNF808	Unknown
Q8N4X5	AFAP1L2	Unknown
Q8N4Y2	CRACR2B	Unknown
Q8N511	VMA12	9.B.206.1.1;
Q8N539	FIBCD1	Unknown
Q8N543	OGFOD1	Unknown
Q8N554	ZNF276	Unknown
Q8N556	AFAP1	Unknown
Q8N565	MREG	Unknown
Q8N568	DCLK2	Unknown
Q8N573	OXR1	Unknown
Q8N594	MPND	Unknown
Q8N5A5	ZGPAT	Unknown
Q8N5B7	CERS5	Unknown
Q8N5C1	CALHM5	1.A.84.1.7;
Q8N5C8	TAB3	Unknown
Q8N5D0	WDTC1	Unknown
Q8N5D6	GBGT1	Unknown
Q8N5F7	NKAP	Unknown
Q8N5G0	SMIM20	Unknown
Q8N5G2	MACO1	8.A.38.1.1;
Q8N5H7	SH2D3C	Unknown
Q8N5I2	ARRDC1	Unknown
Q8N5I4	DHRSX	Unknown
Q8N5J2	MINDY1	Unknown
Q8N5K1	CISD2	Unknown
Q8N5M1	ATPAF2	Unknown
Q8N5M9	JAGN1	Unknown
Q8N5P1	ZC3H8	Unknown
Q8N5R6	CCDC33	Unknown
Q8N5S9	CAMKK1	Unknown
Q8N5U6	RNF10	Unknown
Q8N5V2	NGEF	Unknown
Q8N5Y2	MSL3	Unknown
Q8N5Y8	PARP16	Unknown
Q8N5Z0	AADAT	Unknown
Q8N5Z5	KCTD17	Unknown
Q8N608	DPP10	8.A.51.1.2;
Q8N609	TRAM1L1	9.B.311.2.3;
Q8N612	FHIP1B	Unknown
Q8N635	MEIOB	Unknown
Q8N653	LZTR1	Unknown
Q8N661	TMEM86B	Unknown
Q8N668	COMMD1	Unknown
Q8N680	ZBTB2	Unknown
Q8N682	DRAM1	8.A.113.1.8;
Q8N684	CPSF7	Unknown
Q8N693	ESX1	Unknown
Q8N695	SLC5A8	2.A.21.5.3;
Q8N697	SLC15A4	2.A.17.3.11;
Q8N6C5	IGSF1	Unknown
Q8N6C8	LILRA3	Unknown
Q8N6D2	RNF182	Unknown
Q8N6F1	CLDN19	1.H.1.1.5;
Q8N6F7	GCSAM	Unknown
Q8N6F8	METTL27	Unknown
Q8N6G5	CSGALNACT2	Unknown
Q8N6G6	ADAMTSL1	Unknown
Q8N6H7	ARFGAP2	Unknown
Q8N6I1	EID2	Unknown
Q8N6I4	LYSET	8.A.208.1.1;
Q8N6K0	TEX29	Unknown
Q8N6K7	SAMD3	Unknown
Q8N6L0	KASH5	Unknown
Q8N6L1	KRTCAP2	Unknown
Q8N6M0	OTUD6B	Unknown
Q8N6M3	FITM2	9.B.287.1.1;
Q8N6M6	AOPEP	Unknown
Q8N6P7	IL22RA1	Unknown
Q8N6Q3	CD177	Unknown
Q8N6R0	METTL13	Unknown
Q8N6R1	SERP2	Unknown
Q8N6S4	ANKRD13C	Unknown
Q8N6T3	ARFGAP1	Unknown
Q8N6T7	SIRT6	Unknown
Q8N6U8	GPR161	9.A.14.1.11;
Q8N6W0	CELF5	Unknown
Q8N6Y0	USHBP1	Unknown
Q8N715	CCDC185	Unknown
Q8N720	ZNF655	Unknown
Q8N726	CDKN2A	Unknown
Q8N729	NPW	Unknown
Q8N743	KIR3DL3	Unknown
Q8N752	CSNK1A1L	Unknown
Q8N766	EMC1	3.A.27.1.1;
Q8N7B6	PACRGL	Unknown
Q8N7C0	LRRC52	Unknown
Q8N7C3	TRIML2	Unknown
Q8N7E2	CBLL2	Unknown
Q8N7H5	PAF1	Unknown
Q8N7J2	AMER2	Unknown
Q8N7U6	EFHB	Unknown
Q8N7U7	TPRX1	Unknown
Q8N7W2	BEND7	Unknown
Q8N7X0	ADGB	Unknown
Q8N7X4	MAGEB6	Unknown
Q8N807	PDILT	Unknown
Q8N841	TTLL6	Unknown
Q8N865	SPMIP4	Unknown
Q8N884	CGAS	Unknown
Q8N895	ZNF366	Unknown
Q8N8B7	TCEANC	Unknown
Q8N8E2	ZNF513	Unknown
Q8N8E3	CEP112	Unknown
Q8N8N0	RNF152	Unknown
Q8N8N7	PTGR2	Unknown
Q8N8Q3	ENDOV	Unknown
Q8N8Q8	COX18	2.A.9.1.3;
Q8N8R3	SLC25A29	2.A.29.8.9;
Q8N8R7	ARL14EP	Unknown
Q8N8S7	ENAH	Unknown
Q8N8U9	BMPER	Unknown
Q8N8V2	GBP7	Unknown
Q8N8V4	ANKS4B	Unknown
Q8N8W4	PNPLA1	Unknown
Q8N8X9	MAB21L3	Unknown
Q8N8Y2	ATP6V0D2	Unknown
Q8N907	DAND5	Unknown
Q8N912	NRAC	Unknown
Q8N960	CEP120	Unknown
Q8N966	ZDHHC22	Unknown
Q8N983	MRPL43	Unknown
Q8N987	NECAB1	8.A.82.5.2;
Q8N999	RLIG1	Unknown
Q8N9A8	CNEP1R1	Unknown
Q8N9B5	JMY	Unknown
Q8N9E0	FAM133A	Unknown
Q8N9F0	NAT8L	Unknown
Q8N9F7	GDPD1	Unknown
Q8N9H9	CIROZ	Unknown
Q8N9I0	SYT2	Unknown
Q8N9I5	FADS6	Unknown
Q8N9I9	DTX3	Unknown
Q8N9L9	ACOT4	Unknown
Q8N9M5	TMEM102	Unknown
Q8N9N2	ASCC1	Unknown
Q8N9N5	BANP	Unknown
Q8N9N8	EIF1AD	Unknown
Q8N9Q2	SREK1IP1	Unknown
Q8N9R8	SCAI	Unknown
Q8N9V6	ANKRD53	Unknown
Q8N9W5	DNAAF3	Unknown
Q8N9W6	BOLL	Unknown
Q8NA29	MFSD2A	2.A.2.3.8;
Q8NA31	TERB1	Unknown
Q8NA42	ZNF383	Unknown
Q8NA54	IQUB	Unknown
Q8NA56	TTC29	Unknown
Q8NA58	PNLDC1	Unknown
Q8NA61	CBY2	Unknown
Q8NA72	POC5	Unknown
Q8NA77	TEX19	Unknown
Q8NA82	MARCHF10	Unknown
Q8NAC3	IL17RC	Unknown
Q8NAG6	ANKLE1	Unknown
Q8NAM6	ZSCAN4	Unknown
Q8NAN2	MIGA1	8.A.167.1.3;
Q8NAP3	ZBTB38	Unknown
Q8NAP8	ZBTB8B	Unknown
Q8NAT1	POMGNT2	Unknown
Q8NAU1	FNDC5	Unknown
Q8NAV1	PRPF38A	Unknown
Q8NAX2	KDF1	Unknown
Q8NB12	SMYD1	Unknown
Q8NB14	USP38	Unknown
Q8NB15	ZNF511	Unknown
Q8NB16	MLKL	1.A.105.1.1;
Q8NB25	FAM184A	Unknown
Q8NB49	ATP11C	3.A.3.8.14;
Q8NB59	SYT14	Unknown
Q8NB66	UNC13C	Unknown
Q8NB78	KDM1B	Unknown
Q8NB90	AFG2A	Unknown
Q8NB91	FANCB	Unknown
Q8NBA8	DTWD2	Unknown
Q8NBB4	ZSCAN1	Unknown
Q8NBD8	TMEM229B	Unknown
Q8NBF1	GLIS1	Unknown
Q8NBF2	NHLRC2	Unknown
Q8NBI2	CYB561A3	Unknown
Q8NBI3	DRAXIN	Unknown
Q8NBI5	SLC43A3	2.A.1.44.3;
Q8NBI6	XXYLT1	Unknown
Q8NBJ4	GOLM1	Unknown
Q8NBJ5	COLGALT1	Unknown
Q8NBJ7	SUMF2	Unknown
Q8NBJ9	SIDT2	1.A.79.1.3;
Q8NBK3	SUMF1	Unknown
Q8NBL1	POGLUT1	Unknown
Q8NBM4	UBAC2	Unknown
Q8NBN3	TMEM87A	9.A.14.22.4;
Q8NBN7	RDH13	Unknown
Q8NBP7	PCSK9	Unknown
Q8NBQ5	HSD17B11	Unknown
Q8NBQ7	AQP11	1.A.8.4.1;
Q8NBR6	MINDY2	Unknown
Q8NBS3	SLC4A11	2.A.31.1.5;
Q8NBS9	TXNDC5	Unknown
Q8NBT0	POC1A	Unknown
Q8NBT2	SPC24	Unknown
Q8NBU5	ATAD1	Unknown
Q8NBV8	SYT8	Unknown
Q8NBW4	SLC38A9	2.A.18.9.1;
Q8NBZ0	INO80E	Unknown
Q8NBZ7	UXS1	Unknown
Q8NC01	CLEC1A	Unknown
Q8NC06	ACBD4	Unknown
Q8NC24	RELL2	Unknown
Q8NC26	ZNF114	Unknown
Q8NC42	RNF149	Unknown
Q8NC44	RETREG2	Unknown
Q8NC51	SERBP1	Unknown
Q8NC56	LEMD2	Unknown
Q8NC60	NOA1	Unknown
Q8NC67	NETO2	8.A.47.1.2;
Q8NC69	KCTD6	Unknown
Q8NCA5	FAM98A	Unknown
Q8NCB2	CAMKV	Unknown
Q8NCC3	PLA2G15	Unknown
Q8NCC5	SLC37A3	2.A.1.4.9;
Q8NCD3	HJURP	Unknown
Q8NCE0	TSEN2	Unknown
Q8NCE2	MTMR14	Unknown
Q8NCF5	NFATC2IP	Unknown
Q8NCG5	CHST4	Unknown
Q8NCG7	DAGLB	Unknown
Q8NCH0	CHST14	Unknown
Q8NCK7	SLC16A11	2.A.1.13.13;
Q8NCL4	GALNT6	Unknown
Q8NCM2	KCNH5	1.A.1.20.9;
Q8NCM8	DYNC2H1	Unknown
Q8NCN4	RNF169	Unknown
Q8NCP5	ZBTB44	Unknown
Q8NCR0	B3GALNT2	Unknown
Q8NCR6	SPMIP6	Unknown
Q8NCS7	SLC44A5	2.A.92.1.5;
Q8NCT1	ARRDC4	Unknown
Q8NCU1	CCDC197	Unknown
Q8NCU7	C2CD4A	Unknown
Q8NCU8	MTLN	Unknown
Q8NCW0	KREMEN2	Unknown
Q8NCW5	NAXE	Unknown
Q8NCW6	GALNT11	Unknown
Q8ND04	SMG8	Unknown
Q8ND23	CARMIL3	Unknown
Q8ND25	ZNRF1	Unknown
Q8ND30	PPFIBP2	Unknown
Q8ND56	LSM14A	Unknown
Q8ND76	CCNY	Unknown
Q8ND83	SLAIN1	Unknown
Q8ND90	PNMA1	Unknown
Q8NDA8	MROH1	Unknown
Q8NDB2	BANK1	Unknown
Q8NDC0	MAPK1IP1L	Unknown
Q8NDC4	MORN4	Unknown
Q8NDD1	FSAF1	Unknown
Q8NDF8	TENT4B	Unknown
Q8NDG6	TDRD9	Unknown
Q8NDH3	NPEPL1	Unknown
Q8NDH6	ICA1L	Unknown
Q8NDI1	EHBP1	Unknown
Q8NDL9	AGBL5	Unknown
Q8NDM7	CFAP43	Unknown
Q8NDN9	RCBTB1	Unknown
Q8NDP4	ZNF439	Unknown
Q8NDQ6	ZNF540	Unknown
Q8NDT2	RBM15B	Unknown
Q8NDV1	ST6GALNAC3	Unknown
Q8NDV3	SMC1B	Unknown
Q8NDV7	TNRC6A	Unknown
Q8NDW8	TTC21A	Unknown
Q8NDX1	PSD4	Unknown
Q8NDX2	SLC17A8	2.A.1.14.32;
Q8NDX5	PHC3	Unknown
Q8NDZ2	SIMC1	Unknown
Q8NDZ4	DIPK2A	Unknown
Q8NE01	CNNM3	1.A.112.1.3;
Q8NE09	RGS22	Unknown
Q8NE31	FAM13C	Unknown
Q8NE35	CPEB3	Unknown
Q8NE63	HIPK4	Unknown
Q8NE71	ABCF1	3.A.1.121.8;
Q8NE79	POPDC1	8.A.129.1.1;
Q8NE86	MCU	Unknown
Q8NEA6	GLIS3	Unknown
Q8NEA9	GMCL2	Unknown
Q8NEB5	PLPP5	Unknown
Q8NEB9	PIK3C3	Unknown
Q8NEC5	CATSPER1	1.A.1.19.1;
Q8NEE6	FBXL13	Unknown
Q8NEG0	GARIN6	Unknown
Q8NEH6	MNS1	Unknown
Q8NEJ0	DUSP18	Unknown
Q8NEJ9	NGDN	Unknown
Q8NEK8	TENT5D	Unknown
Q8NEL9	DDHD1	Unknown
Q8NEM0	MCPH1	Unknown
Q8NEM7	SUPT20H	Unknown
Q8NEM8	AGBL3	Unknown
Q8NEN9	PDZD8	1.R.1.1.1;
Q8NEP3	DNAAF1	Unknown
Q8NEQ6	SRARP	Unknown
Q8NER1	TRPV1	1.A.4.2.13;
Q8NER5	ACVR1C	Unknown
Q8NES3	LFNG	Unknown
Q8NET5	NFAM1	Unknown
Q8NET6	CHST13	Unknown
Q8NET8	TRPV3	1.A.4.2.9;
Q8NEU8	APPL2	Unknown
Q8NEV1	CSNK2A3	Unknown
Q8NEV4	MYO3A	Unknown
Q8NEV8	EXPH5	Unknown
Q8NEV9	IL27	Unknown
Q8NEW0	SLC30A7	2.A.4.4.5;
Q8NEX9	SDR9C7	Unknown
Q8NEY1	NAV1	Unknown
Q8NEY4	ATP6V1C2	3.A.2.2.4;
Q8NEY8	PPHLN1	Unknown
Q8NEZ2	VPS37A	Unknown
Q8NEZ3	WDR19	Unknown
Q8NEZ4	KMT2C	Unknown
Q8NEZ5	FBXO22	Unknown
Q8NF37	LPCAT1	Unknown
Q8NF50	DOCK8	Unknown
Q8NF64	ZMIZ2	Unknown
Q8NF91	SYNE1	Unknown
Q8NF99	ZNF397	Unknown
Q8NFA0	USP32	Unknown
Q8NFA2	NOXO1	Unknown
Q8NFB2	TMEM185A	Unknown
Q8NFC6	BOD1L1	Unknown
Q8NFD2	ANKK1	Unknown
Q8NFD5	ARID1B	Unknown
Q8NFF2	SLC24A4	2.A.19.4.5;
Q8NFF5	FLAD1	Unknown
Q8NFG4	FLCN	Unknown
Q8NFH3	NUP43	1.I.1.1.3;
Q8NFH4	NUP37	1.I.1.1.3;
Q8NFH5	NUP35	1.I.1.1.3;
Q8NFH8	REPS2	Unknown
Q8NFJ5	GPRC5A	Unknown
Q8NFJ6	PROKR2	Unknown
Q8NFJ9	BBS1	3.A.33.1.1;
Q8NFL0	B3GNT7	Unknown
Q8NFM4	ADCY4	Unknown
Q8NFM7	IL17RD	Unknown
Q8NFN8	GPR156	9.A.14.15.4;
Q8NFP4	MDGA1	Unknown
Q8NFP7	NUDT10	Unknown
Q8NFP9	NBEA	Unknown
Q8NFQ8	TOR1AIP2	Unknown
Q8NFR3	SPTSSB	Unknown
Q8NFR9	IL17RE	Unknown
Q8NFT2	STEAP2	5.B.6.1.2;
Q8NFT6	DBF4B	Unknown
Q8NFT8	DNER	Unknown
Q8NFU0	BEST4	1.A.46.1.7;
Q8NFU1	BEST2	1.A.46.1.2;
Q8NFU3	TSTD1	Unknown
Q8NFU5	IPMK	Unknown
Q8NFU7	TET1	Unknown
Q8NFV4	ABHD11	Unknown
Q8NFW5	DMBX1	Unknown
Q8NFW8	CMAS	Unknown
Q8NFW9	MYRIP	Unknown
Q8NFX7	STXBP6	Unknown
Q8NFY4	SEMA6D	Unknown
Q8NFY9	KBTBD8	Unknown
Q8NFZ0	FBH1	Unknown
Q8NFZ3	NLGN4Y	Unknown
Q8NFZ4	NLGN2	8.A.117.1.1;
Q8NFZ5	TNIP2	Unknown
Q8NFZ8	CADM4	Unknown
Q8NG06	TRIM58	Unknown
Q8NG08	HELB	Unknown
Q8NG11	TSPAN14	8.A.40.1.21;
Q8NG27	PJA1	Unknown
Q8NG31	KNL1	Unknown
Q8NG50	RDM1	Unknown
Q8NG66	NEK11	Unknown
Q8NG98	OR7D4	Unknown
Q8NGI8	OR5AN1	Unknown
Q8NHC4	OR10J5	Unknown
Q8NHE4	ATP6V0E2	Unknown
Q8NHG7	SVIP	Unknown
Q8NHG8	ZNRF2	Unknown
Q8NHH1	TTLL11	Unknown
Q8NHH9	ATL2	8.A.109.1.5;
Q8NHJ6	LILRB4	Unknown
Q8NHL6	LILRB1	Unknown
Q8NHM5	KDM2B	Unknown
Q8NHP1	AKR7L	Unknown
Q8NHP6	MOSPD2	Unknown
Q8NHP8	PLBD2	Unknown
Q8NHQ1	CEP70	Unknown
Q8NHQ9	DDX55	Unknown
Q8NHS0	DNAJB8	Unknown
Q8NHS1	CLDND2	Unknown
Q8NHS3	MFSD8	2.A.1.2.56;
Q8NHS9	SPATA22	Unknown
Q8NHU2	CFAP61	Unknown
Q8NHU3	SGMS2	Unknown
Q8NHU6	TDRD7	Unknown
Q8NHV1	GIMAP7	Unknown
Q8NHV4	NEDD1	Unknown
Q8NHV9	RHOXF1	Unknown
Q8NHW3	MAFA	Unknown
Q8NHW4	CCL4L1	Unknown
Q8NHX9	TPCN2	1.A.1.11.19;
Q8NHY0	B4GALNT2	Unknown
Q8NHY2	COP1	Unknown
Q8NHY3	GAS2L2	Unknown
Q8NHZ7	MBD3L2	Unknown
Q8NHZ8	CDC26	Unknown
Q8NI08	NCOA7	8.A.126.1.1;
Q8NI17	IL31RA	Unknown
Q8NI22	MCFD2	9.B.417.1.1;
Q8NI27	THOC2	3.A.22.1.2;
Q8NI35	PATJ	Unknown
Q8NI36	WDR36	Unknown
Q8NI37	PPTC7	Unknown
Q8NI38	NFKBID	Unknown
Q8NI51	CTCFL	Unknown
Q8NI60	COQ8A	Unknown
Q8NI77	KIF18A	Unknown
Q8TA86	RP9	Unknown
Q8TAA9	VANGL1	9.B.369.1.1;
Q8TAB3	PCDH19	Unknown
Q8TAB5	C1orf216	Unknown
Q8TAC2	JOSD2	Unknown
Q8TAC9	SCAMP5	8.A.103.1.5;
Q8TAD2	IL17D	Unknown
Q8TAD4	SLC30A5	2.A.4.4.3;
Q8TAD8	SNIP1	Unknown
Q8TAE7	KCNG3	Unknown
Q8TAE8	GADD45GIP1	Unknown
Q8TAF3	WDR48	Unknown
Q8TAF8	LHFPL5	1.A.82.1.1;
Q8TAG5	VSTM2A	Unknown
Q8TAG9	EXOC6	1.F.2.1.2;
Q8TAI7	RHEBL1	Unknown
Q8TAK6	OLIG1	Unknown
Q8TAM1	BBS10	Unknown
Q8TAM2	TTC8	3.A.33.1.1;
Q8TAM6	ERMN	Unknown
Q8TAP4	LMO3	Unknown
Q8TAP6	CEP76	Unknown
Q8TAP8	PPP1R35	Unknown
Q8TAP9	MPLKIP	Unknown
Q8TAQ2	SMARCC2	Unknown
Q8TAS1	UHMK1	Unknown
Q8TAT2	FGFBP3	Unknown
Q8TAT5	NEIL3	Unknown
Q8TAT6	NPLOC4	3.A.16.1.1;
Q8TAU0	NKX2-3	Unknown
Q8TAU3	ZNF417	Unknown
Q8TAV3	CYP2W1	Unknown
Q8TAX0	OSR1	Unknown
Q8TAX7	MUC7	Unknown
Q8TAX9	GSDMB	1.C.123.1.3;
Q8TAZ6	CMTM2	Unknown
Q8TB24	RIN3	Unknown
Q8TB36	GDAP1	Unknown
Q8TB37	NUBPL	Unknown
Q8TB40	ABHD4	Unknown
Q8TB45	DEPTOR	Unknown
Q8TB61	SLC35B2	2.A.7.11.3;
Q8TB68	PRR7	8.A.202.1.1;
Q8TB72	PUM2	Unknown
Q8TB73	NDNF	Unknown
Q8TB92	HMGCLL1	Unknown
Q8TBA6	GOLGA5	9.B.392.1.1;
Q8TBB0	THAP6	Unknown
Q8TBB1	LNX1	Unknown
Q8TBB6	SLC7A14	2.A.3.3.7;
Q8TBC3	SHKBP1	Unknown
Q8TBC4	UBA3	Unknown
Q8TBC5	ZSCAN18	Unknown
Q8TBE0	BAHD1	Unknown
Q8TBE1	CNIH3	8.A.61.1.10;
Q8TBE3	FNDC9	Unknown
Q8TBE7	SLC35G2	2.A.7.28.2;
Q8TBE9	NANP	Unknown
Q8TBF2	PRXL2B	Unknown
Q8TBG4	ETNPPL	Unknown
Q8TBG9	SYNPR	Unknown
Q8TBJ4	PLPPR1	Unknown
Q8TBJ5	FEZF2	Unknown
Q8TBK2	SETD6	Unknown
Q8TBK6	ZCCHC10	Unknown
Q8TBM7	TMEM254	Unknown
Q8TBM8	DNAJB14	1.P.1.1.1;
Q8TBN0	RAB3IL1	Unknown
Q8TBP5	FAM174A	Unknown
Q8TBX8	PIP4K2C	Unknown
Q8TBY0	RBM46	Unknown
Q8TBY8	PMFBP1	Unknown
Q8TBY9	CFAP251	Unknown
Q8TBZ2	MYCBPAP	Unknown
Q8TBZ3	WDR20	Unknown
Q8TBZ6	TRMT10A	Unknown
Q8TBZ8	ZNF564	Unknown
Q8TC05	MDM1	Unknown
Q8TC07	TBC1D15	Unknown
Q8TC12	RDH11	Unknown
Q8TC20	CAGE1	Unknown
Q8TC26	TMEM163	2.A.4.8.3;
Q8TC27	ADAM32	Unknown
Q8TC29	ENKUR	Unknown
Q8TC36	SUN5	Unknown
Q8TC41	RNF217	Unknown
Q8TC44	POC1B	Unknown
Q8TC57	M1AP	Unknown
Q8TC59	PIWIL2	Unknown
Q8TC71	SPATA18	Unknown
Q8TC76	FAM110B	Unknown
Q8TC84	FANK1	Unknown
Q8TC92	ENOX1	Unknown
Q8TC94	ACTL9	Unknown
Q8TCB7	METTL6	Unknown
Q8TCC7	SLC22A8	2.A.1.19.34;
Q8TCD1	C18orf32	Unknown
Q8TCD5	NT5C	Unknown
Q8TCE6	DENND10	Unknown
Q8TCE9	LGALS14	Unknown
Q8TCF1	ZFAND1	Unknown
Q8TCG1	CIP2A	Unknown
Q8TCG2	PI4K2B	Unknown
Q8TCG5	CPT1C	Unknown
Q8TCI5	CIMAP3	Unknown
Q8TCJ0	FBXO25	Unknown
Q8TCJ2	STT3B	9.B.142.3.17;
Q8TCQ1	MARCHF1	8.A.159.1.1;
Q8TCS8	PNPT1	Unknown
Q8TCT0	CERK	Unknown
Q8TCT1	PHOSPHO1	Unknown
Q8TCT6	SPPL3	Unknown
Q8TCT7	SPPL2B	Unknown
Q8TCT8	SPPL2A	1.A.54.3.2;
Q8TCT9	HM13	1.A.54.3.5;
Q8TCU3	SLC7A13	2.A.3.8.24;
Q8TCU4	ALMS1	Unknown
Q8TCU5	GRIN3A	Unknown
Q8TCU6	PREX1	Unknown
Q8TCX1	DYNC2LI1	Unknown
Q8TCX5	RHPN1	Unknown
Q8TCY5	MRAP	Unknown
Q8TCY9	URGCP	Unknown
Q8TCZ2	CD99L2	Unknown
Q8TD06	AGR3	Unknown
Q8TD07	RAET1E	Unknown
Q8TD08	MAPK15	Unknown
Q8TD10	MIPOL1	Unknown
Q8TD16	BICD2	Unknown
Q8TD17	ZNF398	Unknown
Q8TD19	NEK9	1.I.1.1.3;
Q8TD22	SFXN5	Unknown
Q8TD23	ZNF675	Unknown
Q8TD26	CHD6	Unknown
Q8TD30	GPT2	Unknown
Q8TD31	CCHCR1	Unknown
Q8TD43	TRPM4	1.A.4.5.4;
Q8TD46	CD200R1	Unknown
Q8TD57	DNAH3	Unknown
Q8TD84	DSCAML1	Unknown
Q8TD91	MAGEC3	Unknown
Q8TDB4	MGARP	Unknown
Q8TDB6	DTX3L	Unknown
Q8TDB8	SLC2A14	2.A.1.1.90;
Q8TDC0	MYOZ3	Unknown
Q8TDC3	BRSK1	Unknown
Q8TDD1	DDX54	Unknown
Q8TDD2	SP7	Unknown
Q8TDD5	MCOLN3	1.A.5.3.4;
Q8TDE3	RNASE8	Unknown
Q8TDF5	NETO1	8.A.47.1.1;
Q8TDF6	RASGRP4	Unknown
Q8TDG2	ACTRT1	Unknown
Q8TDG4	HELQ	Unknown
Q8TDH9	BLOC1S5	Unknown
Q8TDI0	CHD5	Unknown
Q8TDI7	TMC2	Unknown
Q8TDI8	TMC1	1.A.17.4.15;
Q8TDJ6	DMXL2	8.A.92.1.13;
Q8TDL5	BPIFB1	Unknown
Q8TDM5	SPACA4	Unknown
Q8TDM6	DLG5	Unknown
Q8TDN1	KCNG4	1.A.1.2.26;
Q8TDN2	KCNV2	1.A.1.2.23;1.A.1.2.24;
Q8TDN4	CABLES1	Unknown
Q8TDN7	ACER1	Unknown
Q8TDP1	RNASEH2C	Unknown
Q8TDQ0	HAVCR2	Unknown
Q8TDQ1	CD300LF	Unknown
Q8TDQ7	GNPDA2	Unknown
Q8TDR0	TRAF3IP1	Unknown
Q8TDR2	STK35	Unknown
Q8TDR4	TCP10L	Unknown
Q8TDS4	HCAR2	Unknown
Q8TDS5	OXER1	Unknown
Q8TDS7	MRGPRD	Unknown
Q8TDT2	GPR152	Unknown
Q8TDU6	GPBAR1	9.A.14.21.1;
Q8TDV0	GPR151	Unknown
Q8TDW0	LRRC8C	1.A.25.3.1;
Q8TDW5	SYTL5	Unknown
Q8TDW7	FAT3	Unknown
Q8TDX5	ACMSD	Unknown
Q8TDX6	CSGALNACT1	Unknown
Q8TDX7	NEK7	1.I.1.1.3;
Q8TDX9	PKD1L1	1.A.5.1.3;
Q8TDY2	RB1CC1	Unknown
Q8TDY4	ASAP3	Unknown
Q8TDZ2	MICAL1	Unknown
Q8TE02	ELP5	Unknown
Q8TE04	PANK1	Unknown
Q8TE12	LMX1A	Unknown
Q8TE23	TAS1R2	9.A.14.7.4;
Q8TE49	OTUD7A	Unknown
Q8TE54	SLC26A7	2.A.53.2.6;
Q8TE56	ADAMTS17	Unknown
Q8TE57	ADAMTS16	Unknown
Q8TE58	ADAMTS15	Unknown
Q8TE59	ADAMTS19	Unknown
Q8TE60	ADAMTS18	Unknown
Q8TE67	EPS8L3	Unknown
Q8TE68	EPS8L1	Unknown
Q8TE73	DNAH5	Unknown
Q8TE76	MORC4	Unknown
Q8TE77	SSH3	Unknown
Q8TE85	GRHL3	Unknown
Q8TE99	PXYLP1	Unknown
Q8TEA1	NSUN6	Unknown
Q8TEA7	TBCK	Unknown
Q8TEA8	DTD1	Unknown
Q8TEB1	DCAF11	Unknown
Q8TEB7	RNF128	Unknown
Q8TEB9	RHBDD1	9.B.104.4.1;
Q8TEC5	SH3RF2	Unknown
Q8TED0	UTP15	Unknown
Q8TED1	GPX8	Unknown
Q8TED4	SLC37A2	2.A.1.4.8;
Q8TED9	AFAP1L1	Unknown
Q8TEH3	DENND1A	Unknown
Q8TEJ3	SH3RF3	Unknown
Q8TEK3	DOT1L	Unknown
Q8TEL6	TRPC4AP	Unknown
Q8TEM1	NUP210	1.I.1.1.3;
Q8TEP8	CEP192	Unknown
Q8TEQ6	GEMIN5	Unknown
Q8TEQ8	PIGO	Unknown
Q8TER0	SNED1	Unknown
Q8TER5	ARHGEF40	Unknown
Q8TES7	FBF1	Unknown
Q8TEU7	RAPGEF6	Unknown
Q8TEU8	WFIKKN2	Unknown
Q8TEV9	SMCR8	Unknown
Q8TEW0	PARD3	Unknown
Q8TEW6	DOK4	Unknown
Q8TEW8	PARD3B	Unknown
Q8TEX9	IPO4	1.I.1.1.3;
Q8TEY5	CREB3L4	Unknown
Q8TEY7	USP33	Unknown
Q8TEZ7	PAQR8	1.C.113.1.12;
Q8TF01	PNISR	Unknown
Q8TF05	PPP4R1	Unknown
Q8TF09	DYNLRB2	Unknown
Q8TF17	SH3TC2	Unknown
